_group,_leagueName,上场时间(秒),上场时间(分钟),出场次数,打法类型,得分,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,失误,有效投篮命中率,篮下比重,中距离比重,三分比重,失误占比,造罚球回合数,造罚球占比,playerId,playerName,playerEnName,number,age,sex,teamId,teamName,position,height,weight,positionCn,leagueEventId,leagueEvent,seasonId,season,year,每100回合打法使用次数,每36分钟打法使用次数,每36分钟打法使用次数百分位排名,每100回合打法使用次数百分位排名,球员每回合得分百分位排名,球员有效投篮命中率百分位排名,球员篮下出手占比百分位排名,球员中距离出手占比百分位排名,球员三分出手占比百分位排名,球员失误占比百分位排名,球员造罚球占比百分位排名,_playerName
CUBAL一级联赛,CUBAL一级联赛,19820,330.3,18,Cut,55,0.9483,58,26,17,9,26,8,18,0,0,0,3,0.480769,0.5,0.5,0,0.0517,3,0.0517,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,9.563,6.3215,90.4,92.93,60.1,51.01,55.56,42.93,0,77.78,35.86,
CUBAL一级联赛,CUBAL一级联赛,19820,330.3,18,P&R-Roll-Man,3,0.75,4,2,0,2,1,1,0,0,0,0,0,0.333333,0.6667,0.3333,0,0,1,0.25,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.6595,0.436,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19820,330.3,18,Put-Backs,53,1.1522,46,30,20,10,9,3,6,0,0,0,2,0.589744,0.7692,0.2308,0,0.0435,5,0.1087,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,7.5845,5.0136,95.88,96.91,67.01,68.04,58.76,42.27,0,56.7,47.42,
CUBAL一级联赛,CUBAL一级联赛,19820,330.3,18,Miscellaneous,6,0.8571,7,2,1,1,2,1,1,0,0,0,2,0.5,0.5,0.5,0,0.2857,1,0.1429,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.1542,0.7629,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,828,13.8,1,Transition,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.9954,2.6087,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,828,13.8,1,Spot-Up,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.9954,2.6087,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,828,13.8,1,Cut,2,0.5,4,2,1,1,2,0,2,0,0,0,0,0.25,0.5,0.5,0,0,0,0,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,15.9817,10.4348,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,828,13.8,1,Put-Backs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32067,高梓悦,Gao Ziyue,16,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.9954,2.6087,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,704,11.7,1,Transition,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0.5,0,0.5,0,0,0,32073,金耘可,Jin Yunke,99,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,10.0376,6.1538,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,704,11.7,1,Cut,2,0.6667,3,0,0,0,2,1,1,0,0,0,0,0.5,0,1,0,0,1,0.3333,32073,金耘可,Jin Yunke,99,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,15.0565,9.2308,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,704,11.7,1,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32073,金耘可,Jin Yunke,99,,,1003320453,清华大学,C,,,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,5.0188,3.0769,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Transition,22,0.88,25,12,6,6,6,2,4,3,2,1,4,0.52381,0.5714,0.2857,0.1429,0.16,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,4.7062,3.255,24.88,27.19,51.15,55.07,49.77,73.27,41.71,51.15,0,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,P&R-Ball-Handler,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.1882,0.1302,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Isolation,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.1882,0.1302,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Spot-Up,11,0.3793,29,0,0,0,10,4,6,13,1,12,6,0.23913,0,0.4348,0.5652,0.2069,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5.4592,3.7758,16.45,18.18,18.4,22.94,0,88.53,33.12,20.56,0,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Off-Screen,5,1,5,0,0,0,1,1,0,3,1,2,1,0.625,0,0.25,0.75,0.2,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.9412,0.651,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Hand-Off,3,1.5,2,0,0,0,0,0,0,1,1,0,1,1.5,0,0,1,0.5,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.3765,0.2604,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Cut,17,1.1333,15,6,3,3,6,5,1,0,0,0,3,0.666667,0.5,0.5,0,0.2,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.8237,1.953,7.53,7.95,84.94,90.38,43.51,56.07,0,12.55,0,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,P&R-Roll-Man,2,1,2,2,1,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.3765,0.2604,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Put-Backs,11,1.1,10,5,4,1,2,0,2,0,0,0,0,0.571429,0.7143,0.2857,0,0,3,0.3,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.8825,1.302,4.44,8.15,55.56,62.22,37.04,65.19,0,100,93.33,
CUBAL一级联赛,CUBAL一级联赛,16592,276.5,17,Miscellaneous,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.9412,0.651,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6421,107,12,Transition,8,1,8,6,3,3,1,1,0,0,0,0,1,0.571429,0.8571,0.1429,0,0.125,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,4.4822,2.6916,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6421,107,12,Spot-Up,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.5603,0.3364,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6421,107,12,Cut,13,1.0833,12,1,1,0,7,3,4,0,0,0,1,0.5,0.125,0.875,0,0.0833,3,0.25,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,6.7233,4.0374,66.16,75.25,79.29,55.56,4.04,95.45,0,60.1,95.96,
CUBAL一级联赛,CUBAL一级联赛,6421,107,12,Put-Backs,4,1.3333,3,3,2,1,0,0,0,0,0,0,0,0.666667,1,0,0,0,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.6808,1.0093,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6421,107,12,Miscellaneous,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,93035,李瑜婧,Li Yujing,21,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.5603,0.3364,,,,,,,,,,
undefined,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郑梓怡
